成立年份,成立月份,交通运输、仓储和邮政业,住宿和餐饮业,信息传输、软件和信息技术服务业,公共管理、社会保障和社会组织,农、林、牧、渔业,制造业,卫生和社会工作,国际组织,居民服务、修理和其他服务业,建筑业,房地产业,批发和零售业,教育,文化、体育和娱乐业,水利、环境和公共设施管理业,电力、热力、燃气及水生产和供应业,科学研究和技术服务业,租赁和商务服务业,采矿业,金融业,总数
1986.0,7,1,4,0,0,2,14,0,0,2,4,1,27,0,0,0,0,1,1,3,14,74
1986.0,8,2,2,0,0,0,17,0,0,0,3,1,21,0,0,0,0,0,0,1,19,66
1986.0,9,3,2,0,0,0,16,1,0,2,2,0,19,0,2,0,1,1,1,0,52,102
1986.0,10,2,2,0,0,3,18,0,0,0,2,0,46,0,0,1,0,1,0,0,44,119
1986.0,11,1,2,0,1,1,12,0,0,0,1,1,19,0,0,0,0,0,2,1,15,56
1986.0,12,1,3,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,1,0,15,50
1987.0,1,2,2,0,1,1,13,0,0,0,1,0,11,0,0,0,1,0,0,0,15,47
1987.0,2,1,2,0,0,0,5,0,0,1,1,0,11,0,1,0,0,0,0,0,0,22
1987.0,3,2,3,0,1,0,21,0,0,3,2,0,18,0,0,0,1,1,1,2,4,59
1987.0,4,2,3,0,1,1,14,0,0,1,2,0,20,0,0,0,1,1,0,3,4,53
1987.0,5,1,1,0,1,2,10,0,0,2,4,0,18,0,1,0,1,0,0,4,4,49
1987.0,6,1,5,0,0,0,14,0,0,3,0,0,20,0,0,0,1,3,1,2,2,52
1987.0,7,1,4,0,0,0,12,0,0,1,5,0,13,0,1,0,0,2,0,4,15,58
1987.0,8,1,5,0,0,0,22,0,0,0,3,1,19,0,0,0,1,2,1,1,4,60
1987.0,9,2,4,0,0,0,12,1,0,0,1,1,31,0,0,0,0,0,1,0,0,53
1987.0,10,3,2,0,0,0,14,0,0,1,1,0,33,1,0,0,1,1,1,3,4,65
1987.0,11,7,3,1,0,0,24,0,0,1,2,0,15,0,0,1,0,2,1,0,4,61
1987.0,12,12,3,0,1,0,18,0,0,1,2,0,27,0,0,0,0,0,1,1,8,74
1988.0,1,2,7,0,0,2,12,0,0,0,4,0,30,0,0,0,0,0,0,0,9,66
1988.0,2,1,0,0,0,0,12,0,0,1,3,1,13,0,0,0,1,2,1,1,1,37
1988.0,3,2,6,1,1,3,15,0,0,2,4,1,31,0,0,0,0,1,1,0,5,73
1988.0,4,4,1,0,5,1,38,1,0,2,6,1,24,0,0,0,0,2,1,1,5,92
1988.0,5,3,5,0,2,1,23,0,0,2,7,1,31,0,1,0,0,4,1,0,1,82
1988.0,6,5,7,1,1,1,28,1,0,0,3,1,36,0,0,0,0,0,2,0,10,96
1988.0,7,1,2,2,2,2,14,0,0,3,3,1,22,0,0,1,1,0,0,1,7,62
1988.0,8,0,2,0,1,1,19,0,0,1,1,0,23,0,2,0,0,0,3,0,3,56
1988.0,9,2,3,0,1,3,17,1,0,1,3,0,25,0,1,1,2,1,0,1,7,69
1988.0,10,1,6,0,1,0,13,0,0,2,5,0,22,0,1,0,0,1,4,0,12,68
1988.0,11,0,2,0,2,0,15,0,0,0,0,0,23,0,0,0,0,1,0,1,3,47
1988.0,12,4,2,0,0,0,15,4,0,2,3,0,17,0,0,0,0,1,1,1,3,53
1989.0,1,5,12,0,0,4,73,1,0,7,14,8,166,0,2,0,1,6,31,4,12,346
1989.0,2,0,2,0,0,0,9,0,0,1,0,1,7,0,2,0,0,0,1,0,0,23
1989.0,3,1,4,0,2,1,18,0,0,6,3,0,42,0,0,0,0,3,3,1,2,86
1989.0,4,9,5,1,1,4,18,0,0,3,5,0,65,0,1,1,0,0,2,1,4,120
1989.0,5,59,25,7,4,11,84,1,0,14,70,10,363,0,7,2,2,6,18,11,7,701
1989.0,6,60,51,11,21,13,191,1,0,39,101,14,769,0,8,7,5,14,21,11,13,1350
1989.0,7,49,85,3,13,20,330,1,0,56,53,10,709,1,15,2,16,13,11,15,47,1449
1989.0,8,53,130,10,24,24,574,2,0,91,45,4,1068,1,14,3,13,33,15,13,84,2201
1989.0,9,57,112,4,13,34,711,0,0,95,47,2,1196,2,7,0,13,23,19,24,276,2635
1989.0,10,59,167,9,26,35,907,2,0,117,54,7,1538,2,18,1,11,20,26,41,193,3233
1989.0,11,69,176,35,14,32,794,3,0,105,46,3,1758,10,20,3,10,15,28,30,174,3325
1989.0,12,56,75,16,10,39,590,6,0,51,36,4,1177,2,9,7,9,9,19,23,149,2287
1990.0,1,21,32,6,4,7,198,1,0,33,12,6,427,3,5,2,12,6,8,12,47,842
1990.0,2,11,25,0,8,5,122,0,0,15,21,3,307,0,1,1,3,4,10,6,16,558
1990.0,3,39,94,2,7,13,348,4,0,55,34,9,896,0,5,0,13,12,17,10,165,1723
1990.0,4,42,69,1,9,19,426,3,0,54,34,7,921,1,3,0,17,21,26,19,100,1772
1990.0,5,41,116,6,15,25,481,6,0,82,55,6,1099,3,8,4,19,10,18,39,144,2177
1990.0,6,45,98,7,13,21,393,3,0,54,64,12,974,1,14,1,8,14,18,27,113,1880
1990.0,7,23,78,8,6,9,206,7,0,28,56,3,608,2,9,0,6,14,13,15,197,1288
1990.0,8,31,40,2,13,10,181,0,0,29,35,1,361,1,10,4,5,8,11,16,171,929
1990.0,9,18,26,3,3,24,136,0,0,28,28,4,399,0,5,0,6,5,4,10,76,775
1990.0,10,14,21,1,11,12,104,1,0,14,21,5,281,1,3,0,0,1,9,5,25,529
1990.0,11,13,12,0,2,6,95,0,0,24,15,1,188,0,2,3,10,5,6,1,26,409
1990.0,12,14,17,3,5,5,94,0,0,19,13,2,215,0,1,1,2,7,11,3,72,484
1991.0,1,11,25,0,7,12,81,2,0,29,16,1,178,0,5,1,1,4,8,5,19,405
1991.0,2,2,4,0,2,3,43,1,0,5,9,1,66,0,4,0,0,1,2,1,23,167
1991.0,3,8,12,0,3,4,76,0,0,9,20,0,128,0,1,0,1,4,5,2,22,295
1991.0,4,13,10,0,7,9,109,1,0,24,21,1,183,0,3,1,2,7,7,6,47,451
1991.0,5,6,17,12,1,12,100,2,0,15,8,2,182,0,2,1,2,7,7,3,33,412
1991.0,6,6,15,2,10,14,78,3,0,17,15,2,164,0,1,1,6,6,8,2,46,396
1991.0,7,14,12,0,9,3,83,0,0,14,14,1,123,0,0,0,1,2,7,6,33,322
1991.0,8,8,17,0,4,11,93,2,0,14,10,4,113,0,1,0,3,1,6,6,34,327
1991.0,9,9,17,1,5,5,77,0,0,14,15,2,135,0,2,1,0,3,6,9,63,364
1991.0,10,4,13,1,15,11,122,1,0,17,10,4,152,0,2,1,1,13,11,7,36,421
1991.0,11,8,12,1,6,9,108,3,0,17,11,1,118,0,3,1,3,11,6,4,48,370
1991.0,12,4,15,2,4,13,115,0,0,16,15,6,121,0,0,0,3,5,8,7,39,373
1992.0,1,5,14,2,7,5,79,1,0,18,16,5,135,0,3,0,0,5,7,5,44,351
1992.0,2,4,8,0,6,2,43,2,0,7,8,1,55,0,2,1,1,3,8,1,11,163
1992.0,3,10,13,3,6,14,113,2,0,13,20,7,181,0,0,1,3,10,13,6,16,431
1992.0,4,6,14,1,28,8,179,1,0,32,29,2,283,0,3,3,5,10,11,13,21,649
1992.0,5,18,33,2,17,23,236,3,0,36,32,3,310,0,5,1,5,15,14,16,13,782
1992.0,6,20,29,6,6,23,214,3,0,38,34,14,322,0,1,0,4,13,22,8,22,779
1992.0,7,19,21,7,14,24,280,7,0,42,58,20,389,1,6,5,4,19,18,18,18,970
1992.0,8,19,26,6,14,20,286,3,0,36,59,20,399,4,6,7,1,33,21,16,21,997
1992.0,9,17,20,5,10,27,255,2,0,40,56,26,327,0,6,5,4,26,30,14,18,888
1992.0,10,25,29,5,12,26,212,4,0,44,49,25,429,0,9,3,2,30,23,11,19,957
1992.0,11,23,38,3,10,14,252,7,0,54,44,21,360,0,7,7,3,27,32,6,33,941
1992.0,12,37,39,2,30,18,306,7,0,44,62,35,505,2,9,5,2,42,30,9,27,1211
1993.0,1,16,27,0,16,12,148,4,0,22,45,10,292,1,5,0,0,27,18,6,9,658
1993.0,2,15,31,5,15,14,218,3,0,43,64,22,433,0,5,3,2,28,36,5,25,967
1993.0,3,34,50,9,49,35,427,17,0,64,81,36,782,1,9,8,10,54,54,26,42,1788
1993.0,4,31,46,4,26,32,372,13,0,59,90,28,741,0,15,7,6,36,36,18,33,1593
1993.0,5,39,49,7,26,21,317,9,0,46,60,28,574,2,6,2,4,33,35,15,30,1303
1993.0,6,26,31,3,26,13,298,5,0,36,69,24,479,2,9,7,3,19,39,12,32,1133
1993.0,7,26,41,8,19,19,255,6,0,40,63,24,440,2,13,2,6,28,27,21,71,1111
1993.0,8,12,30,4,12,21,225,6,0,34,54,17,382,0,4,3,6,18,18,4,21,871
1993.0,9,17,30,2,7,9,205,4,0,45,34,13,418,0,11,1,6,22,14,11,42,891
1993.0,10,12,34,1,9,13,168,2,0,18,26,3,417,0,7,2,4,17,22,26,50,831
1993.0,11,16,32,2,11,7,188,0,0,33,32,7,402,1,7,2,1,14,14,11,48,828
1993.0,12,19,36,2,15,11,222,1,0,44,44,7,384,0,9,5,9,25,24,12,24,893
1994.0,1,15,28,1,9,15,199,0,0,28,27,5,329,2,6,9,3,13,20,9,46,764
1994.0,2,13,19,0,3,2,120,2,0,31,24,4,166,0,2,3,2,7,7,9,9,423
1994.0,3,34,34,4,28,18,312,3,0,39,75,12,524,1,3,6,5,18,19,13,44,1192
1994.0,4,56,45,5,71,13,308,2,0,52,66,10,627,0,8,5,3,14,33,14,54,1386
1994.0,5,40,36,4,31,17,304,3,0,50,64,14,568,0,3,2,0,22,41,14,43,1256
1994.0,6,50,39,3,19,25,306,6,0,38,78,27,593,1,9,4,4,25,30,15,67,1339
1994.0,7,15,21,0,14,17,173,0,0,27,34,9,308,0,3,1,5,15,12,12,23,689
1994.0,8,11,26,1,13,10,184,3,0,35,31,4,312,0,0,1,2,11,19,8,56,727
1994.0,9,8,33,2,6,25,173,1,0,30,30,8,299,0,5,4,4,11,20,6,47,712
1994.0,10,6,24,0,11,9,154,2,0,33,39,9,318,0,4,4,2,10,27,8,30,690
1994.0,11,13,26,2,15,13,136,1,0,46,39,9,282,0,9,2,2,10,19,10,25,659
1994.0,12,9,33,3,16,13,205,1,0,41,37,19,357,2,9,2,3,14,41,5,20,830
1995.0,1,14,15,8,20,11,155,3,0,27,23,11,298,0,7,5,6,6,20,5,23,657
1995.0,2,10,11,1,12,8,104,2,0,21,23,12,219,0,2,3,2,6,12,3,12,463
